t,Sol_x,Sol_y,Sol_z,Mercurio_x,Mercurio_y,Mercurio_z,Venus_x,Venus_y,Venus_z,Tierra_x,Tierra_y,Tierra_z,Marte_x,Marte_y,Marte_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturno_x,Saturno_y,Saturno_z,Urano_x,Urano_y,Urano_z,Neptuno_x,Neptuno_y,Neptuno_z
0,0,0,0,5.7909e+10,0,0,1.08209e+11,0,0,1.49596e+11,0,0,2.27923e+11,0,0,7.7857e+11,0,0,1.43353e+12,0,0,2.87246e+12,0,0,4.49506e+12,0,0
86400,2099.68,0,0,5.76137e+10,4.0919e+09,0,1.08124e+11,3.02573e+09,0,1.49552e+11,2.57299e+09,0,2.27904e+11,2.07965e+09,0,7.78568e+11,1.1232e+09,0,1.43353e+12,8.36352e+08,0,2.87246e+12,5.8752e+08,0,4.49506e+12,4.69152e+08,0
172800,6299.27,13.9585,0,5.70223e+10,8.16278e+09,0,1.07955e+11,6.04909e+09,0,1.49463e+11,5.14522e+09,0,2.27866e+11,4.15912e+09,0,7.78565e+11,2.2464e+09,0,1.43353e+12,1.6727e+09,0,2.87246e+12,1.17504e+09,0,4.49506e+12,9.38304e+08,0
259200,12598.6,55.883,0,5.61354e+10,1.21914e+10,0,1.07701e+11,9.06771e+09,0,1.4933e+11,7.71593e+09,0,2.27809e+11,6.23825e+09,0,7.7856e+11,3.36959e+09,0,1.43353e+12,2.50905e+09,0,2.87246e+12,1.76256e+09,0,4.49506e+12,1.40746e+09,0
345600,20996.9,139.809,0,5.49552e+10,1.61562e+10,0,1.07363e+11,1.20792e+10,0,1.49153e+11,1.02844e+10,0,2.27732e+11,8.31685e+09,0,7.78554e+11,4.49278e+09,0,1.43352e+12,3.34541e+09,0,2.87246e+12,2.35008e+09,0,4.49506e+12,1.87661e+09,0
432000,31493.1,279.778,0,5.34855e+10,2.0036e+10,0,1.06941e+11,1.50812e+10,0,1.48932e+11,1.28497e+10,0,2.27637e+11,1.03948e+10,0,7.78546e+11,5.61595e+09,0,1.43352e+12,4.18175e+09,0,2.87246e+12,2.9376e+09,0,4.49506e+12,2.34576e+09,0
518400,44085.6,489.813,0,5.17314e+10,2.38092e+10,0,1.06434e+11,1.80714e+10,0,1.48667e+11,1.54113e+10,0,2.27523e+11,1.24718e+10,0,7.78536e+11,6.73912e+09,0,1.43352e+12,5.0181e+09,0,2.87246e+12,3.52512e+09,0,4.49506e+12,2.81491e+09,0
604800,58772.4,783.897,0,4.97e+10,2.74548e+10,0,1.05844e+11,2.10473e+10,0,1.48357e+11,1.79683e+10,0,2.27389e+11,1.45478e+10,0,7.78524e+11,7.86227e+09,0,1.43352e+12,5.85445e+09,0,2.87246e+12,4.11264e+09,0,4.49506e+12,3.28406e+09,0
691200,75550.8,1175.94,0,4.73997e+10,3.09518e+10,0,1.0517e+11,2.40067e+10,0,1.48004e+11,2.05199e+10,0,2.27237e+11,1.66226e+10,0,7.78511e+11,8.9854e+09,0,1.43351e+12,6.69079e+09,0,2.87246e+12,4.70016e+09,0,4.49506e+12,3.75322e+09,0
777600,94417.8,1679.77,0,4.48406e+10,3.42799e+10,0,1.04413e+11,2.69471e+10,0,1.47607e+11,2.30655e+10,0,2.27065e+11,1.8696e+10,0,7.78497e+11,1.01085e+10,0,1.43351e+12,7.52713e+09,0,2.87246e+12,5.28768e+09,0,4.49506e+12,4.22237e+09,0
864000,115370,2309.06,0,4.20346e+10,3.74192e+10,0,1.03574e+11,2.98663e+10,0,1.47165e+11,2.56042e+10,0,2.26875e+11,2.07678e+10,0,7.7848e+11,1.12316e+10,0,1.4335e+12,8.36347e+09,0,2.87246e+12,5.8752e+09,0,4.49506e+12,4.69152e+09,0
950400,138403,3077.37,0,3.8995e+10,4.03506e+10,0,1.02653e+11,3.27618e+10,0,1.4668e+11,2.81353e+10,0,2.26666e+11,2.28379e+10,0,7.78462e+11,1.23547e+10,0,1.4335e+12,9.19981e+09,0,2.87246e+12,6.46271e+09,0,4.49506e+12,5.16067e+09,0
1.0368e+06,163513,3998.05,0,3.57368e+10,4.30557e+10,0,1.01651e+11,3.56314e+10,0,1.46152e+11,3.06581e+10,0,2.26437e+11,2.4906e+10,0,7.78443e+11,1.34777e+10,0,1.43349e+12,1.00361e+10,0,2.87245e+12,7.05023e+09,0,4.49506e+12,5.62982e+09,0
1.1232e+06,190695,5084.25,0,3.22767e+10,4.55175e+10,0,1.00568e+11,3.84727e+10,0,1.4558e+11,3.31717e+10,0,2.2619e+11,2.69721e+10,0,7.78421e+11,1.46007e+10,0,1.43348e+12,1.08725e+10,0,2.87245e+12,7.63775e+09,0,4.49506e+12,6.09897e+09,0
1.2096e+06,219943,6348.87,0,2.86325e+10,4.77199e+10,0,9.9405e+10,4.12835e+10,0,1.44964e+11,3.56755e+10,0,2.25923e+11,2.90359e+10,0,7.78399e+11,1.57237e+10,0,1.43348e+12,1.17088e+10,0,2.87245e+12,8.22527e+09,0,4.49505e+12,6.56813e+09,0
1.296e+06,251252,7804.53,0,2.48238e+10,4.9648e+10,0,9.81633e+10,4.40616e+10,0,1.44306e+11,3.81686e+10,0,2.25638e+11,3.10973e+10,0,7.78374e+11,1.68467e+10,0,1.43347e+12,1.25451e+10,0,2.87245e+12,8.81279e+09,0,4.49505e+12,7.03728e+09,0
1.3824e+06,284615,9463.57,0,2.08714e+10,5.12886e+10,0,9.68437e+10,4.68046e+10,0,1.43605e+11,4.06504e+10,0,2.25334e+11,3.31561e+10,0,7.78348e+11,1.79696e+10,0,1.43346e+12,1.33814e+10,0,2.87245e+12,9.4003e+09,0,4.49505e+12,7.50643e+09,0
1.4688e+06,320025,11338,0,1.67973e+10,5.26301e+10,0,9.5447e+10,4.95104e+10,0,1.4286e+11,4.31201e+10,0,2.25011e+11,3.52121e+10,0,7.7832e+11,1.90925e+10,0,1.43345e+12,1.42178e+10,0,2.87244e+12,9.98782e+09,0,4.49505e+12,7.97558e+09,0
1.5552e+06,357476,13439.4,0,1.26245e+10,5.36624e+10,0,9.39742e+10,5.21767e+10,0,1.42073e+11,4.55769e+10,0,2.24669e+11,3.72651e+10,0,7.78291e+11,2.02153e+10,0,1.43345e+12,1.50541e+10,0,2.87244e+12,1.05753e+10,0,4.49505e+12,8.44473e+09,0
1.6416e+06,396961,15779,0,8.37703e+09,5.43776e+10,0,9.24265e+10,5.48014e+10,0,1.41244e+11,4.80201e+10,0,2.24308e+11,3.93151e+10,0,7.7826e+11,2.13381e+10,0,1.43344e+12,1.58904e+10,0,2.87244e+12,1.11629e+10,0,4.49505e+12,8.91388e+09,0
1.728e+06,438471,18367.7,0,4.07978e+09,5.47693e+10,0,9.0805e+10,5.73823e+10,0,1.40373e+11,5.0449e+10,0,2.23928e+11,4.13617e+10,0,7.78227e+11,2.24609e+10,0,1.43343e+12,1.67267e+10,0,2.87244e+12,1.17504e+10,0,4.49505e+12,9.38303e+09,0
1.8144e+06,481998,21215.9,0,-2.41847e+08,5.48337e+10,0,8.9111e+10,5.99175e+10,0,1.3946e+11,5.28629e+10,0,2.2353e+11,4.34048e+10,0,7.78193e+11,2.35836e+10,0,1.43342e+12,1.7563e+10,0,2.87244e+12,1.23379e+10,0,4.49505e+12,9.85218e+09,0
1.9008e+06,527535,24333.6,0,-4.56202e+09,5.45687e+10,0,8.73457e+10,6.24046e+10,0,1.38505e+11,5.52609e+10,0,2.23113e+11,4.54444e+10,0,7.78157e+11,2.47062e+10,0,1.43341e+12,1.83992e+10,0,2.87243e+12,1.29254e+10,0,4.49505e+12,1.03213e+10,0
1.9872e+06,575073,27730.2,0,-8.85467e+09,5.39745e+10,0,8.55105e+10,6.48419e+10,0,1.37509e+11,5.76425e+10,0,2.22677e+11,4.74801e+10,0,7.78119e+11,2.58288e+10,0,1.4334e+12,1.92355e+10,0,2.87243e+12,1.35129e+10,0,4.49505e+12,1.07905e+10,0
2.0736e+06,624602,31414.8,0,-1.30937e+10,5.30537e+10,0,8.36067e+10,6.72271e+10,0,1.36472e+11,6.00069e+10,0,2.22223e+11,4.95118e+10,0,7.7808e+11,2.69514e+10,0,1.43338e+12,2.00718e+10,0,2.87243e+12,1.41004e+10,0,4.49505e+12,1.12596e+10,0
2.16e+06,676115,35395.9,0,-1.72533e+10,5.18109e+10,0,8.16359e+10,6.95585e+10,0,1.35394e+11,6.23533e+10,0,2.2175e+11,5.15394e+10,0,7.78039e+11,2.80739e+10,0,1.43337e+12,2.09081e+10,0,2.87242e+12,1.46879e+10,0,4.49504e+12,1.17288e+10,0
2.2464e+06,729602,39681.7,0,-2.1308e+10,5.0253e+10,0,7.95996e+10,7.1834e+10,0,1.34275e+11,6.4681e+10,0,2.21258e+11,5.35626e+10,0,7.77997e+11,2.91963e+10,0,1.43336e+12,2.17443e+10,0,2.87242e+12,1.52754e+10,0,4.49504e+12,1.21979e+10,0
2.3328e+06,785054,44279.6,0,-2.52328e+10,4.83891e+10,0,7.74993e+10,7.40518e+10,0,1.33116e+11,6.69894e+10,0,2.20747e+11,5.55813e+10,0,7.77953e+11,3.03187e+10,0,1.43335e+12,2.25806e+10,0,2.87242e+12,1.5863e+10,0,4.49504e+12,1.26671e+10,0
2.4192e+06,842463,49196.8,0,-2.9004e+10,4.62303e+10,0,7.53367e+10,7.621e+10,0,1.31918e+11,6.92778e+10,0,2.20219e+11,5.75954e+10,0,7.77907e+11,3.1441e+10,0,1.43333e+12,2.34168e+10,0,2.87241e+12,1.64505e+10,0,4.49504e+12,1.31362e+10,0
2.5056e+06,901818,54439.9,0,-3.25984e+10,4.37899e+10,0,7.31135e+10,7.83069e+10,0,1.3068e+11,7.15454e+10,0,2.19671e+11,5.96047e+10,0,7.7786e+11,3.25632e+10,0,1.43332e+12,2.42531e+10,0,2.87241e+12,1.7038e+10,0,4.49504e+12,1.36054e+10,0
2.592e+06,963111,60015.1,0,-3.59944e+10,4.1083e+10,0,7.08314e+10,8.03408e+10,0,1.29403e+11,7.37916e+10,0,2.19105e+11,6.16089e+10,0,7.77811e+11,3.36854e+10,0,1.4333e+12,2.50893e+10,0,2.87241e+12,1.76255e+10,0,4.49504e+12,1.40745e+10,0
2.6784e+06,1.02633e+06,65928.3,0,-3.91716e+10,3.81263e+10,0,6.84922e+10,8.23099e+10,0,1.28087e+11,7.60157e+10,0,2.18521e+11,6.3608e+10,0,7.7776e+11,3.48075e+10,0,1.43329e+12,2.59255e+10,0,2.8724e+12,1.8213e+10,0,4.49504e+12,1.45437e+10,0
2.7648e+06,1.09148e+06,72184.6,0,-4.21113e+10,3.49385e+10,0,6.60978e+10,8.42125e+10,0,1.26732e+11,7.8217e+10,0,2.17919e+11,6.56017e+10,0,7.77708e+11,3.59295e+10,0,1.43327e+12,2.67617e+10,0,2.8724e+12,1.88005e+10,0,4.49503e+12,1.50128e+10,0
2.8512e+06,1.15853e+06,78789.2,0,-4.47965e+10,3.15396e+10,0,6.365e+10,8.60473e+10,0,1.2534e+11,8.03949e+10,0,2.17298e+11,6.75899e+10,0,7.77654e+11,3.70515e+10,0,1.43326e+12,2.75979e+10,0,2.8724e+12,1.9388e+10,0,4.49503e+12,1.5482e+10,0
2.9376e+06,1.22749e+06,85746.5,0,-4.72119e+10,2.79506e+10,0,6.11508e+10,8.78125e+10,0,1.2391e+11,8.25486e+10,0,2.16659e+11,6.95724e+10,0,7.77598e+11,3.81734e+10,0,1.43324e+12,2.84341e+10,0,2.87239e+12,1.99755e+10,0,4.49503e+12,1.59511e+10,0
3.024e+06,1.29834e+06,93060.8,0,-4.93441e+10,2.41941e+10,0,5.86021e+10,8.95067e+10,0,1.22443e+11,8.46776e+10,0,2.16001e+11,7.15491e+10,0,7.77541e+11,3.92952e+10,0,1.43322e+12,2.92703e+10,0,2.87239e+12,2.0563e+10,0,4.49503e+12,1.64203e+10,0
3.1104e+06,1.37108e+06,100736,0,-5.1182e+10,2.02932e+10,0,5.60061e+10,9.11285e+10,0,1.20939e+11,8.67812e+10,0,2.15326e+11,7.35197e+10,0,7.77483e+11,4.04169e+10,0,1.43321e+12,3.01065e+10,0,2.87238e+12,2.11505e+10,0,4.49503e+12,1.68894e+10,0
3.1968e+06,1.44569e+06,108776,0,-5.27162e+10,1.6272e+10,0,5.33648e+10,9.26766e+10,0,1.19399e+11,8.88586e+10,0,2.14632e+11,7.54842e+10,0,7.77422e+11,4.15385e+10,0,1.43319e+12,3.09427e+10,0,2.87238e+12,2.1738e+10,0,4.49503e+12,1.73586e+10,0
3.2832e+06,1.52218e+06,117184,0,-5.39395e+10,1.21547e+10,0,5.06803e+10,9.41497e+10,0,1.17823e+11,9.09095e+10,0,2.13921e+11,7.74423e+10,0,7.7736e+11,4.26601e+10,0,1.43317e+12,3.17788e+10,0,2.87237e+12,2.23255e+10,0,4.49502e+12,1.78277e+10,0
3.3696e+06,1.60053e+06,125963,0,-5.48467e+10,7.96628e+09,0,4.79547e+10,9.55464e+10,0,1.16212e+11,9.29329e+10,0,2.13191e+11,7.9394e+10,0,7.77296e+11,4.37815e+10,0,1.43315e+12,3.2615e+10,0,2.87237e+12,2.2913e+10,0,4.49502e+12,1.82969e+10,0
3.456e+06,1.68073e+06,135116,0,-5.5435e+10,3.7315e+09,0,4.51902e+10,9.68658e+10,0,1.14565e+11,9.49285e+10,0,2.12444e+11,8.13389e+10,0,7.77231e+11,4.49029e+10,0,1.43313e+12,3.34511e+10,0,2.87236e+12,2.35005e+10,0,4.49502e+12,1.8766e+10,0
3.5424e+06,1.76278e+06,144646,0,-5.57031e+10,-5.2482e+08,0,4.23891e+10,9.81065e+10,0,1.12885e+11,9.68955e+10,0,2.11678e+11,8.3277e+10,0,7.77164e+11,4.60241e+10,0,1.43311e+12,3.42872e+10,0,2.87236e+12,2.4088e+10,0,4.49502e+12,1.92352e+10,0
3.6288e+06,1.84667e+06,154556,0,-5.56522e+10,-4.77813e+09,0,3.95536e+10,9.92677e+10,0,1.1117e+11,9.88334e+10,0,2.10895e+11,8.52081e+10,0,7.77096e+11,4.71453e+10,0,1.43309e+12,3.51233e+10,0,2.87235e+12,2.46755e+10,0,4.49502e+12,1.97043e+10,0
3.7152e+06,1.9324e+06,164847,0,-5.5285e+10,-9.0043e+09,0,3.6686e+10,1.00348e+11,0,1.09422e+11,1.00741e+11,0,2.10094e+11,8.7132e+10,0,7.77026e+11,4.82664e+10,0,1.43307e+12,3.59594e+10,0,2.87235e+12,2.5263e+10,0,4.49501e+12,2.01735e+10,0
3.8016e+06,2.01996e+06,175524,0,-5.46063e+10,-1.31797e+10,0,3.37886e+10,1.01347e+11,0,1.0764e+11,1.02619e+11,0,2.09275e+11,8.90486e+10,0,7.76954e+11,4.93874e+10,0,1.43305e+12,3.67955e+10,0,2.87234e+12,2.58505e+10,0,4.49501e+12,2.06426e+10,0
3.888e+06,2.10933e+06,186587,0,-5.36225e+10,-1.72815e+10,0,3.08638e+10,1.02264e+11,0,1.05827e+11,1.04466e+11,0,2.08439e+11,9.09577e+10,0,7.7688e+11,5.05082e+10,0,1.43303e+12,3.76316e+10,0,2.87234e+12,2.6438e+10,0,4.49501e+12,2.11118e+10,0
3.9744e+06,2.20052e+06,198040,0,-5.23418e+10,-2.12876e+10,0,2.79139e+10,1.03098e+11,0,1.03982e+11,1.06282e+11,0,2.07585e+11,9.28591e+10,0,7.76805e+11,5.1629e+10,0,1.43301e+12,3.84676e+10,0,2.87233e+12,2.70255e+10,0,4.49501e+12,2.15809e+10,0
4.0608e+06,2.29352e+06,209884,0,-5.07738e+10,-2.51769e+10,0,2.49413e+10,1.03848e+11,0,1.02105e+11,1.08065e+11,0,2.06714e+11,9.47527e+10,0,7.76728e+11,5.27496e+10,0,1.43298e+12,3.93037e+10,0,2.87233e+12,2.7613e+10,0,4.495e+12,2.20501e+10,0
4.1472e+06,2.38832e+06,222122,0,-4.89295e+10,-2.89292e+10,0,2.19484e+10,1.04513e+11,0,1.00197e+11,1.09816e+11,0,2.05825e+11,9.66384e+10,0,7.7665e+11,5.38702e+10,0,1.43296e+12,4.01397e+10,0,2.87232e+12,2.82005e+10,0,4.495e+12,2.25192e+10,0
4.2336e+06,2.48492e+06,234756,0,-4.68214e+10,-3.25255e+10,0,1.89377e+10,1.05094e+11,0,9.82596e+10,1.11534e+11,0,2.04919e+11,9.85158e+10,0,7.7657e+11,5.49906e+10,0,1.43294e+12,4.09758e+10,0,2.87232e+12,2.8788e+10,0,4.495e+12,2.29883e+10,0
4.32e+06,2.58331e+06,247788,0,-4.44631e+10,-3.59479e+10,0,1.59116e+10,1.05589e+11,0,9.62923e+10,1.13218e+11,0,2.03996e+11,1.00385e+11,0,7.76489e+11,5.61109e+10,0,1.43291e+12,4.18118e+10,0,2.87231e+12,2.93755e+10,0,4.495e+12,2.34575e+10,0
4.4064e+06,2.68349e+06,261220,0,-4.18692e+10,-3.918e+10,0,1.28726e+10,1.05998e+11,0,9.42959e+10,1.14868e+11,0,2.03055e+11,1.02246e+11,0,7.76405e+11,5.72311e+10,0,1.43289e+12,4.26478e+10,0,2.8723e+12,2.9963e+10,0,4.49499e+12,2.39266e+10,0
4.4928e+06,2.78545e+06,275055,0,-3.90554e+10,-4.22063e+10,0,9.8231e+09,1.06321e+11,0,9.22711e+10,1.16483e+11,0,2.02098e+11,1.04098e+11,0,7.7632e+11,5.83512e+10,0,1.43286e+12,4.34837e+10,0,2.8723e+12,3.05505e+10,0,4.49499e+12,2.43958e+10,0
4.5792e+06,2.88918e+06,289294,0,-3.60381e+10,-4.50127e+10,0,6.76561e+09,1.06557e+11,0,9.02184e+10,1.18063e+11,0,2.01123e+11,1.05941e+11,0,7.76234e+11,5.94711e+10,0,1.43284e+12,4.43197e+10,0,2.87229e+12,3.1138e+10,0,4.49499e+12,2.48649e+10,0
4.6656e+06,2.99469e+06,303941,0,-3.28348e+10,-4.75867e+10,0,3.70262e+09,1.06707e+11,0,8.81385e+10,1.19608e+11,0,2.00132e+11,1.07776e+11,0,7.76146e+11,6.0591e+10,0,1.43281e+12,4.51557e+10,0,2.87228e+12,3.17254e+10,0,4.49499e+12,2.53341e+10,0
4.752e+06,3.10196e+06,318996,0,-2.94631e+10,-4.99168e+10,0,6.36627e+08,1.0677e+11,0,8.6032e+10,1.21116e+11,0,1.99123e+11,1.09601e+11,0,7.76056e+11,6.17107e+10,0,1.43278e+12,4.59916e+10,0,2.87228e+12,3.23129e+10,0,4.49498e+12,2.58032e+10,0
4.8384e+06,3.21098e+06,334464,0,-2.59417e+10,-5.19931e+10,0,-2.42988e+09,1.06746e+11,0,8.38995e+10,1.22588e+11,0,1.98098e+11,1.11417e+11,0,7.75965e+11,6.28302e+10,0,1.43276e+12,4.68275e+10,0,2.87227e+12,3.29004e+10,0,4.49498e+12,2.62724e+10,0
4.9248e+06,3.32177e+06,350344,0,-2.22892e+10,-5.3807e+10,0,-5.49441e+09,1.06635e+11,0,8.17416e+10,1.24022e+11,0,1.97056e+11,1.13224e+11,0,7.75872e+11,6.39497e+10,0,1.43273e+12,4.76634e+10,0,2.87226e+12,3.34879e+10,0,4.49498e+12,2.67415e+10,0
5.0112e+06,3.4343e+06,366641,0,-1.85251e+10,-5.53511e+10,0,-8.55447e+09,1.06437e+11,0,7.95591e+10,1.2542e+11,0,1.95997e+11,1.15021e+11,0,7.75777e+11,6.5069e+10,0,1.4327e+12,4.84993e+10,0,2.87226e+12,3.40754e+10,0,4.49498e+12,2.72107e+10,0
5.0976e+06,3.54858e+06,383356,0,-1.46686e+10,-5.66196e+10,0,-1.16076e+10,1.06153e+11,0,7.73525e+10,1.26779e+11,0,1.94922e+11,1.16808e+11,0,7.75681e+11,6.61882e+10,0,1.43267e+12,4.93352e+10,0,2.87225e+12,3.46628e+10,0,4.49497e+12,2.76798e+10,0
5.184e+06,3.66459e+06,400491,0,-1.07395e+10,-5.76079e+10,0,-1.46512e+10,1.05783e+11,0,7.51225e+10,1.281e+11,0,1.93831e+11,1.18586e+11,0,7.75583e+11,6.73072e+10,0,1.43264e+12,5.0171e+10,0,2.87224e+12,3.52503e+10,0,4.49497e+12,2.81489e+10,0
5.2704e+06,3.78234e+06,418049,0,-6.75761e+09,-5.83127e+10,0,-1.76829e+10,1.05326e+11,0,7.28698e+10,1.29382e+11,0,1.92723e+11,1.20353e+11,0,7.75484e+11,6.84261e+10,0,1.43261e+12,5.10069e+10,0,2.87224e+12,3.58378e+10,0,4.49497e+12,2.86181e+10,0
5.3568e+06,3.90183e+06,436032,0,-2.74257e+09,-5.8732e+10,0,-2.07003e+10,1.04784e+11,0,7.05951e+10,1.30626e+11,0,1.91598e+11,1.22111e+11,0,7.75382e+11,6.95448e+10,0,1.43258e+12,5.18427e+10,0,2.87223e+12,3.64253e+10,0,4.49496e+12,2.90872e+10,0
5.4432e+06,4.02303e+06,454442,0,1.28585e+09,-5.88652e+10,0,-2.37008e+10,1.04157e+11,0,6.8299e+10,1.31829e+11,0,1.90458e+11,1.23858e+11,0,7.7528e+11,7.06634e+10,0,1.43255e+12,5.26785e+10,0,2.87222e+12,3.70127e+10,0,4.49496e+12,2.95564e+10,0
5.5296e+06,4.14596e+06,473282,0,5.30806e+09,-5.87127e+10,0,-2.66821e+10,1.03445e+11,0,6.59822e+10,1.32993e+11,0,1.89302e+11,1.25594e+11,0,7.75175e+11,7.17819e+10,0,1.43252e+12,5.35143e+10,0,2.87221e+12,3.76002e+10,0,4.49496e+12,3.00255e+10,0
5.616e+06,4.2706e+06,492554,0,9.30463e+09,-5.82764e+10,0,-2.96416e+10,1.02649e+11,0,6.36455e+10,1.34116e+11,0,1.88129e+11,1.2732e+11,0,7.75069e+11,7.29002e+10,0,1.43249e+12,5.43501e+10,0,2.8722e+12,3.81877e+10,0,4.49495e+12,3.04946e+10,0
5.7024e+06,4.39695e+06,512259,0,1.32564e+10,-5.75594e+10,0,-3.25771e+10,1.0177e+11,0,6.12895e+10,1.35199e+11,0,1.86941e+11,1.29036e+11,0,7.74962e+11,7.40183e+10,0,1.43246e+12,5.51858e+10,0,2.8722e+12,3.87751e+10,0,4.49495e+12,3.09638e+10,0
5.7888e+06,4.525e+06,532402,0,1.71444e+10,-5.65657e+10,0,-3.54862e+10,1.00808e+11,0,5.8915e+10,1.36241e+11,0,1.85737e+11,1.3074e+11,0,7.74852e+11,7.51363e+10,0,1.43243e+12,5.60215e+10,0,2.87219e+12,3.93626e+10,0,4.49495e+12,3.14329e+10,0
5.8752e+06,4.65475e+06,552982,0,2.09503e+10,-5.53007e+10,0,-3.83665e+10,9.97641e+10,0,5.65226e+10,1.37242e+11,0,1.84517e+11,1.32433e+11,0,7.74741e+11,7.62541e+10,0,1.43239e+12,5.68573e+10,0,2.87218e+12,3.99501e+10,0,4.49494e+12,3.19021e+10,0
5.9616e+06,4.7862e+06,574004,0,2.46559e+10,-5.37708e+10,0,-4.12156e+10,9.86395e+10,0,5.41131e+10,1.38201e+11,0,1.83282e+11,1.34115e+11,0,7.74629e+11,7.73718e+10,0,1.43236e+12,5.7693e+10,0,2.87217e+12,4.05375e+10,0,4.49494e+12,3.23712e+10,0
6.048e+06,4.91934e+06,595468,0,2.82435e+10,-5.19837e+10,0,-4.40313e+10,9.7435e+10,0,5.16872e+10,1.39118e+11,0,1.82031e+11,1.35786e+11,0,7.74515e+11,7.84893e+10,0,1.43233e+12,5.85286e+10,0,2.87216e+12,4.1125e+10,0,4.49494e+12,3.28403e+10,0
6.1344e+06,5.05416e+06,617378,0,3.1696e+10,-4.99479e+10,0,-4.68114e+10,9.61515e+10,0,4.92457e+10,1.39993e+11,0,1.80764e+11,1.37445e+11,0,7.74399e+11,7.96067e+10,0,1.43229e+12,5.93643e+10,0,2.87216e+12,4.17125e+10,0,4.49493e+12,3.33095e+10,0
6.2208e+06,5.19066e+06,639734,0,3.49969e+10,-4.76732e+10,0,-4.95535e+10,9.47901e+10,0,4.67892e+10,1.40826e+11,0,1.79483e+11,1.39093e+11,0,7.74282e+11,8.07238e+10,0,1.43226e+12,6.01999e+10,0,2.87215e+12,4.22999e+10,0,4.49493e+12,3.37786e+10,0
6.3072e+06,5.32883e+06,662541,0,3.81303e+10,-4.51701e+10,0,-5.22555e+10,9.33521e+10,0,4.43186e+10,1.41616e+11,0,1.78186e+11,1.40729e+11,0,7.74163e+11,8.18409e+10,0,1.43222e+12,6.10355e+10,0,2.87214e+12,4.28874e+10,0,4.49493e+12,3.42478e+10,0
6.3936e+06,5.46867e+06,685798,0,4.10808e+10,-4.24504e+10,0,-5.49153e+10,9.18386e+10,0,4.18345e+10,1.42363e+11,0,1.76874e+11,1.42353e+11,0,7.74042e+11,8.29577e+10,0,1.43219e+12,6.18711e+10,0,2.87213e+12,4.34748e+10,0,4.49492e+12,3.47169e+10,0
6.48e+06,5.61018e+06,709510,0,4.3834e+10,-3.95268e+10,0,-5.75307e+10,9.02508e+10,0,3.93378e+10,1.43067e+11,0,1.75547e+11,1.43965e+11,0,7.7392e+11,8.40744e+10,0,1.43215e+12,6.27067e+10,0,2.87212e+12,4.40623e+10,0,4.49492e+12,3.5186e+10,0
6.5664e+06,5.75334e+06,733676,0,4.6376e+10,-3.64127e+10,0,-6.00996e+10,8.85901e+10,0,3.68291e+10,1.43728e+11,0,1.74206e+11,1.45564e+11,0,7.73796e+11,8.51908e+10,0,1.43211e+12,6.35423e+10,0,2.87211e+12,4.46497e+10,0,4.49492e+12,3.56552e+10,0
6.6528e+06,5.89815e+06,758300,0,4.8694e+10,-3.31227e+10,0,-6.262e+10,8.6858e+10,0,3.43093e+10,1.44345e+11,0,1.72849e+11,1.47152e+11,0,7.7367e+11,8.63072e+10,0,1.43208e+12,6.43778e+10,0,2.8721e+12,4.52372e+10,0,4.49491e+12,3.61243e+10,0
6.7392e+06,6.04462e+06,783384,0,5.07758e+10,-2.96721e+10,0,-6.50898e+10,8.50557e+10,0,3.1779e+10,1.44918e+11,0,1.71478e+11,1.48727e+11,0,7.73543e+11,8.74233e+10,0,1.43204e+12,6.52133e+10,0,2.87209e+12,4.58246e+10,0,4.49491e+12,3.65935e+10,0
6.8256e+06,6.19272e+06,808929,0,5.26104e+10,-2.60769e+10,0,-6.75072e+10,8.31849e+10,0,2.92392e+10,1.45447e+11,0,1.70093e+11,1.50289e+11,0,7.73414e+11,8.85392e+10,0,1.432e+12,6.60488e+10,0,2.87208e+12,4.64121e+10,0,4.4949e+12,3.70626e+10,0
6.912e+06,6.34246e+06,834937,0,5.41876e+10,-2.23542e+10,0,-6.98702e+10,8.12471e+10,0,2.66904e+10,1.45932e+11,0,1.68693e+11,1.51839e+11,0,7.73284e+11,8.9655e+10,0,1.43196e+12,6.68843e+10,0,2.87207e+12,4.69995e+10,0,4.4949e+12,3.75317e+10,0
6.9984e+06,6.49383e+06,861410,0,5.54984e+10,-1.85214e+10,0,-7.2177e+10,7.9244e+10,0,2.41336e+10,1.46373e+11,0,1.67278e+11,1.53376e+11,0,7.73152e+11,9.07705e+10,0,1.43192e+12,6.77197e+10,0,2.87206e+12,4.7587e+10,0,4.4949e+12,3.80009e+10,0
7.0848e+06,6.64682e+06,888350,0,5.65346e+10,-1.45971e+10,0,-7.44257e+10,7.71771e+10,0,2.15695e+10,1.46769e+11,0,1.6585e+11,1.54899e+11,0,7.73018e+11,9.18859e+10,0,1.43188e+12,6.85551e+10,0,2.87205e+12,4.81744e+10,0,4.49489e+12,3.847e+10,0
7.1712e+06,6.80143e+06,915759,0,5.72895e+10,-1.06001e+10,0,-7.66147e+10,7.50482e+10,0,1.89988e+10,1.47121e+11,0,1.64408e+11,1.5641e+11,0,7.72883e+11,9.30011e+10,0,1.43184e+12,6.93905e+10,0,2.87204e+12,4.87618e+10,0,4.49489e+12,3.89391e+10,0
