t,Sol_x,Sol_y,Sol_z,Mercurio_x,Mercurio_y,Mercurio_z,Venus_x,Venus_y,Venus_z,Tierra_x,Tierra_y,Tierra_z,Marte_x,Marte_y,Marte_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturno_x,Saturno_y,Saturno_z,Urano_x,Urano_y,Urano_z,Neptuno_x,Neptuno_y,Neptuno_z
9.33984e+07,8.25503e+08,4.57669e+08,0,-3.28935e+10,-4.67286e+10,0,3.98875e+10,-1.02022e+11,0,1.45694e+11,-3.81401e+10,0,-1.9194e+11,-1.1845e+11,0,5.85248e+08,7.71348e+11,0,1.15996e+12,8.46176e+11,0,2.80237e+12,6.29963e+11,0,4.46636e+12,5.0608e+11,0
9.34848e+07,8.26723e+08,4.58805e+08,0,-2.95662e+10,-4.91003e+10,0,4.26577e+10,-1.00904e+11,0,1.46314e+11,-3.5647e+10,0,-1.90843e+11,-1.20232e+11,0,-5.47675e+08,7.71337e+11,0,1.15947e+12,8.46853e+11,0,2.80224e+12,6.30536e+11,0,4.46631e+12,5.06546e+11,0
9.35712e+07,8.27943e+08,4.59942e+08,0,-2.60857e+10,-5.12223e+10,0,4.53965e+10,-9.97092e+10,0,1.46891e+11,-3.31432e+10,0,-1.8973e+11,-1.22003e+11,0,-1.68059e+09,7.71325e+11,0,1.15898e+12,8.47531e+11,0,2.80211e+12,6.3111e+11,0,4.46625e+12,5.07012e+11,0
9.36576e+07,8.29163e+08,4.6108e+08,0,-2.24705e+10,-5.30856e+10,0,4.81018e+10,-9.84394e+10,0,1.47426e+11,-3.06296e+10,0,-1.886e+11,-1.23764e+11,0,-2.81351e+09,7.71311e+11,0,1.15849e+12,8.48208e+11,0,2.80198e+12,6.31683e+11,0,4.4662e+12,5.07478e+11,0
9.3744e+07,8.30383e+08,4.6222e+08,0,-1.87394e+10,-5.46826e+10,0,5.07715e+10,-9.70952e+10,0,1.47917e+11,-2.81068e+10,0,-1.87455e+11,-1.25515e+11,0,-3.94641e+09,7.71295e+11,0,1.158e+12,8.48884e+11,0,2.80185e+12,6.32256e+11,0,4.46615e+12,5.07944e+11,0
9.38304e+07,8.31604e+08,4.63361e+08,0,-1.49116e+10,-5.60071e+10,0,5.34037e+10,-9.56776e+10,0,1.48366e+11,-2.55756e+10,0,-1.86293e+11,-1.27255e+11,0,-5.07931e+09,7.71278e+11,0,1.15751e+12,8.49561e+11,0,2.80172e+12,6.32829e+11,0,4.46609e+12,5.08411e+11,0
9.39168e+07,8.32826e+08,4.64504e+08,0,-1.10064e+10,-5.70539e+10,0,5.59963e+10,-9.41877e+10,0,1.4877e+11,-2.30367e+10,0,-1.85115e+11,-1.28983e+11,0,-6.21219e+09,7.71259e+11,0,1.15702e+12,8.50237e+11,0,2.80159e+12,6.33402e+11,0,4.46604e+12,5.08877e+11,0
9.40032e+07,8.34047e+08,4.65648e+08,0,-7.04332e+09,-5.78195e+10,0,5.85473e+10,-9.26264e+10,0,1.49131e+11,-2.04909e+10,0,-1.83922e+11,-1.30701e+11,0,-7.34506e+09,7.71238e+11,0,1.15653e+12,8.50913e+11,0,2.80146e+12,6.33975e+11,0,4.46599e+12,5.09343e+11,0
9.40896e+07,8.35269e+08,4.66793e+08,0,-3.04188e+09,-5.83013e+10,0,6.10549e+10,-9.0995e+10,0,1.49449e+11,-1.79389e+10,0,-1.82712e+11,-1.32408e+11,0,-8.47791e+09,7.71216e+11,0,1.15603e+12,8.51588e+11,0,2.80133e+12,6.34548e+11,0,4.46593e+12,5.09809e+11,0
9.4176e+07,8.36491e+08,4.6794e+08,0,9.78351e+08,-5.84982e+10,0,6.3517e+10,-8.92946e+10,0,1.49722e+11,-1.53815e+10,0,-1.81488e+11,-1.34103e+11,0,-9.61074e+09,7.71192e+11,0,1.15554e+12,8.52264e+11,0,2.8012e+12,6.35121e+11,0,4.46588e+12,5.10275e+11,0
9.42624e+07,8.37714e+08,4.69088e+08,0,4.9979e+09,-5.84104e+10,0,6.59319e+10,-8.75265e+10,0,1.49952e+11,-1.28194e+10,0,-1.80247e+11,-1.35787e+11,0,-1.07435e+10,7.71166e+11,0,1.15505e+12,8.52939e+11,0,2.80107e+12,6.35694e+11,0,4.46583e+12,5.10741e+11,0
9.43488e+07,8.38937e+08,4.70238e+08,0,8.99742e+09,-5.80389e+10,0,6.82975e+10,-8.56919e+10,0,1.50137e+11,-1.02534e+10,0,-1.78991e+11,-1.37459e+11,0,-1.18763e+10,7.71139e+11,0,1.15456e+12,8.53614e+11,0,2.80094e+12,6.36267e+11,0,4.46577e+12,5.11207e+11,0
9.44352e+07,8.4016e+08,4.71389e+08,0,1.29577e+10,-5.73864e+10,0,7.06122e+10,-8.37922e+10,0,1.50279e+11,-7.68421e+09,0,-1.7772e+11,-1.3912e+11,0,-1.30091e+10,7.7111e+11,0,1.15406e+12,8.54288e+11,0,2.80081e+12,6.3684e+11,0,4.46572e+12,5.11673e+11,0
9.45216e+07,8.41383e+08,4.72542e+08,0,1.686e+10,-5.64566e+10,0,7.28741e+10,-8.18288e+10,0,1.50376e+11,-5.11262e+09,0,-1.76434e+11,-1.40769e+11,0,-1.41418e+10,7.71079e+11,0,1.15357e+12,8.54962e+11,0,2.80068e+12,6.37413e+11,0,4.46567e+12,5.12139e+11,0
9.4608e+07,8.42607e+08,4.73696e+08,0,2.06855e+10,-5.52541e+10,0,7.50815e+10,-7.98031e+10,0,1.50429e+11,-2.53937e+09,0,-1.75133e+11,-1.42405e+11,0,-1.52745e+10,7.71047e+11,0,1.15308e+12,8.55636e+11,0,2.80055e+12,6.37986e+11,0,4.46561e+12,5.12606e+11,0
9.46944e+07,8.43832e+08,4.74852e+08,0,2.44161e+10,-5.3785e+10,0,7.72327e+10,-7.77165e+10,0,1.50438e+11,3.47658e+07,0,-1.73816e+11,-1.4403e+11,0,-1.64071e+10,7.71013e+11,0,1.15258e+12,8.5631e+11,0,2.80042e+12,6.38559e+11,0,4.46556e+12,5.13072e+11,0
9.47808e+07,8.45056e+08,4.76009e+08,0,2.8034e+10,-5.20564e+10,0,7.93259e+10,-7.55707e+10,0,1.50403e+11,2.60904e+09,0,-1.72485e+11,-1.45642e+11,0,-1.75398e+10,7.70977e+11,0,1.15209e+12,8.56983e+11,0,2.80029e+12,6.39132e+11,0,4.46551e+12,5.13538e+11,0
9.48672e+07,8.46282e+08,4.77167e+08,0,3.15217e+10,-5.00765e+10,0,8.13596e+10,-7.33671e+10,0,1.50323e+11,5.18268e+09,0,-1.71139e+11,-1.47242e+11,0,-1.86723e+10,7.7094e+11,0,1.15159e+12,8.57656e+11,0,2.80016e+12,6.39705e+11,0,4.46545e+12,5.14004e+11,0
9.49536e+07,8.47507e+08,4.78327e+08,0,3.48625e+10,-4.78543e+10,0,8.33321e+10,-7.11075e+10,0,1.50199e+11,7.75492e+09,0,-1.69779e+11,-1.48829e+11,0,-1.98049e+10,7.70901e+11,0,1.1511e+12,8.58329e+11,0,2.80002e+12,6.40277e+11,0,4.4654e+12,5.1447e+11,0
9.504e+07,8.48733e+08,4.79489e+08,0,3.80402e+10,-4.54003e+10,0,8.52419e+10,-6.87934e+10,0,1.50031e+11,1.0325e+10,0,-1.68404e+11,-1.50404e+11,0,-2.09374e+10,7.7086e+11,0,1.1506e+12,8.59001e+11,0,2.79989e+12,6.4085e+11,0,4.46534e+12,5.14936e+11,0
9.51264e+07,8.49959e+08,4.80652e+08,0,4.10391e+10,-4.27258e+10,0,8.70875e+10,-6.64267e+10,0,1.49819e+11,1.28922e+10,0,-1.67014e+11,-1.51965e+11,0,-2.20698e+10,7.70818e+11,0,1.1501e+12,8.59673e+11,0,2.79976e+12,6.41423e+11,0,4.46529e+12,5.15402e+11,0
9.52128e+07,8.51186e+08,4.81817e+08,0,4.38442e+10,-3.9843e+10,0,8.88674e+10,-6.4009e+10,0,1.49562e+11,1.54557e+10,0,-1.65611e+11,-1.53514e+11,0,-2.32022e+10,7.70774e+11,0,1.14961e+12,8.60345e+11,0,2.79963e+12,6.41996e+11,0,4.46524e+12,5.15868e+11,0
9.52992e+07,8.52413e+08,4.82983e+08,0,4.64415e+10,-3.67652e+10,0,9.05803e+10,-6.15421e+10,0,1.49262e+11,1.80148e+10,0,-1.64193e+11,-1.5505e+11,0,-2.43345e+10,7.70728e+11,0,1.14911e+12,8.61017e+11,0,2.7995e+12,6.42568e+11,0,4.46518e+12,5.16334e+11,0
9.53856e+07,8.5364e+08,4.8415e+08,0,4.88175e+10,-3.35066e+10,0,9.22246e+10,-5.90278e+10,0,1.48917e+11,2.05686e+10,0,-1.62761e+11,-1.56572e+11,0,-2.54668e+10,7.7068e+11,0,1.14861e+12,8.61688e+11,0,2.79937e+12,6.43141e+11,0,4.46513e+12,5.168e+11,0
9.5472e+07,8.54868e+08,4.8532e+08,0,5.09596e+10,-3.00824e+10,0,9.37992e+10,-5.64682e+10,0,1.48528e+11,2.31165e+10,0,-1.61315e+11,-1.58082e+11,0,-2.65991e+10,7.70631e+11,0,1.14812e+12,8.62359e+11,0,2.79924e+12,6.43714e+11,0,4.46507e+12,5.17266e+11,0
9.55584e+07,8.56096e+08,4.8649e+08,0,5.28564e+10,-2.65084e+10,0,9.53027e+10,-5.38649e+10,0,1.48096e+11,2.56577e+10,0,-1.59856e+11,-1.59577e+11,0,-2.77312e+10,7.70581e+11,0,1.14762e+12,8.6303e+11,0,2.7991e+12,6.44286e+11,0,4.46502e+12,5.17732e+11,0
9.56448e+07,8.57325e+08,4.87663e+08,0,5.44971e+10,-2.28014e+10,0,9.67339e+10,-5.12201e+10,0,1.4762e+11,2.81914e+10,0,-1.58383e+11,-1.61059e+11,0,-2.88633e+10,7.70528e+11,0,1.14712e+12,8.637e+11,0,2.79897e+12,6.44859e+11,0,4.46496e+12,5.18198e+11,0
9.57312e+07,8.58554e+08,4.88837e+08,0,5.58721e+10,-1.89791e+10,0,9.80917e+10,-4.85357e+10,0,1.471e+11,3.07169e+10,0,-1.56896e+11,-1.62528e+11,0,-2.99954e+10,7.70474e+11,0,1.14662e+12,8.6437e+11,0,2.79884e+12,6.45431e+11,0,4.46491e+12,5.18664e+11,0
9.58176e+07,8.59783e+08,4.90012e+08,0,5.6973e+10,-1.50599e+10,0,9.93749e+10,-4.58136e+10,0,1.46536e+11,3.32333e+10,0,-1.55396e+11,-1.63982e+11,0,-3.11274e+10,7.70419e+11,0,1.14612e+12,8.6504e+11,0,2.79871e+12,6.46004e+11,0,4.46486e+12,5.1913e+11,0
9.5904e+07,8.61013e+08,4.91189e+08,0,5.77924e+10,-1.10626e+10,0,1.00582e+11,-4.3056e+10,0,1.4593e+11,3.57401e+10,0,-1.53883e+11,-1.65423e+11,0,-3.22593e+10,7.70361e+11,0,1.14562e+12,8.6571e+11,0,2.79857e+12,6.46576e+11,0,4.4648e+12,5.19596e+11,0
9.59904e+07,8.62243e+08,4.92368e+08,0,5.83243e+10,-7.0069e+09,0,1.01713e+11,-4.02649e+10,0,1.4528e+11,3.82363e+10,0,-1.52357e+11,-1.6685e+11,0,-3.33911e+10,7.70302e+11,0,1.14512e+12,8.66379e+11,0,2.79844e+12,6.47149e+11,0,4.46475e+12,5.20062e+11,0
9.60768e+07,8.63474e+08,4.93548e+08,0,5.85636e+10,-2.91307e+09,0,1.02767e+11,-3.74425e+10,0,1.44587e+11,4.07213e+10,0,-1.50817e+11,-1.68262e+11,0,-3.45229e+10,7.70242e+11,0,1.14462e+12,8.67048e+11,0,2.79831e+12,6.47721e+11,0,4.46469e+12,5.20528e+11,0
9.61632e+07,8.64705e+08,4.9473e+08,0,5.85071e+10,1.19823e+09,0,1.03741e+11,-3.45908e+10,0,1.43851e+11,4.31944e+10,0,-1.49265e+11,-1.6966e+11,0,-3.56545e+10,7.70179e+11,0,1.14412e+12,8.67716e+11,0,2.79818e+12,6.48294e+11,0,4.46464e+12,5.20994e+11,0
9.62496e+07,8.65936e+08,4.95914e+08,0,5.81526e+10,5.3059e+09,0,1.04637e+11,-3.17121e+10,0,1.43073e+11,4.56547e+10,0,-1.477e+11,-1.71044e+11,0,-3.67861e+10,7.70115e+11,0,1.14362e+12,8.68385e+11,0,2.79804e+12,6.48866e+11,0,4.46458e+12,5.2146e+11,0
9.6336e+07,8.67168e+08,4.97099e+08,0,5.74995e+10,9.38849e+09,0,1.05452e+11,-2.88085e+10,0,1.42252e+11,4.81015e+10,0,-1.46123e+11,-1.72413e+11,0,-3.79177e+10,7.7005e+11,0,1.14312e+12,8.69053e+11,0,2.79791e+12,6.49438e+11,0,4.46453e+12,5.21926e+11,0
9.64224e+07,8.68401e+08,4.98286e+08,0,5.65486e+10,1.34243e+10,0,1.06187e+11,-2.58822e+10,0,1.4139e+11,5.05341e+10,0,-1.44533e+11,-1.73767e+11,0,-3.90491e+10,7.69982e+11,0,1.14262e+12,8.69721e+11,0,2.79778e+12,6.50011e+11,0,4.46447e+12,5.22392e+11,0
9.65088e+07,8.69633e+08,4.99475e+08,0,5.53025e+10,1.73917e+10,0,1.0684e+11,-2.29356e+10,0,1.40485e+11,5.29519e+10,0,-1.4293e+11,-1.75107e+11,0,-4.01804e+10,7.69913e+11,0,1.14211e+12,8.70388e+11,0,2.79764e+12,6.50583e+11,0,4.46442e+12,5.22858e+11,0
9.65952e+07,8.70866e+08,5.00665e+08,0,5.37652e+10,2.12686e+10,0,1.07411e+11,-1.99707e+10,0,1.39538e+11,5.53539e+10,0,-1.41316e+11,-1.76432e+11,0,-4.13117e+10,7.69843e+11,0,1.14161e+12,8.71055e+11,0,2.79751e+12,6.51155e+11,0,4.46436e+12,5.23324e+11,0
9.66816e+07,8.721e+08,5.01857e+08,0,5.19425e+10,2.50335e+10,0,1.07899e+11,-1.699e+10,0,1.3855e+11,5.77396e+10,0,-1.39689e+11,-1.77742e+11,0,-4.24429e+10,7.6977e+11,0,1.14111e+12,8.71722e+11,0,2.79738e+12,6.51728e+11,0,4.46431e+12,5.2379e+11,0
9.6768e+07,8.73334e+08,5.03051e+08,0,4.98416e+10,2.86648e+10,0,1.08304e+11,-1.39958e+10,0,1.37521e+11,6.01082e+10,0,-1.38051e+11,-1.79036e+11,0,-4.3574e+10,7.69696e+11,0,1.1406e+12,8.72389e+11,0,2.79724e+12,6.523e+11,0,4.46426e+12,5.24256e+11,0
9.68544e+07,8.74568e+08,5.04246e+08,0,4.74717e+10,3.21413e+10,0,1.08626e+11,-1.09902e+10,0,1.36452e+11,6.24589e+10,0,-1.36401e+11,-1.80316e+11,0,-4.47049e+10,7.69621e+11,0,1.1401e+12,8.73055e+11,0,2.79711e+12,6.52872e+11,0,4.4642e+12,5.24722e+11,0
9.69408e+07,8.75803e+08,5.05444e+08,0,4.48435e+10,3.54425e+10,0,1.08863e+11,-7.97568e+09,0,1.35341e+11,6.47912e+10,0,-1.34739e+11,-1.8158e+11,0,-4.58358e+10,7.69543e+11,0,1.1396e+12,8.73721e+11,0,2.79698e+12,6.53444e+11,0,4.46415e+12,5.25188e+11,0
9.70272e+07,8.77038e+08,5.06643e+08,0,4.19695e+10,3.85484e+10,0,1.09017e+11,-4.95457e+09,0,1.34191e+11,6.71042e+10,0,-1.33065e+11,-1.82829e+11,0,-4.69666e+10,7.69464e+11,0,1.13909e+12,8.74387e+11,0,2.79684e+12,6.54016e+11,0,4.46409e+12,5.25654e+11,0
9.71136e+07,8.78273e+08,5.07843e+08,0,3.88637e+10,4.14396e+10,0,1.09086e+11,-1.92918e+09,0,1.33e+11,6.93973e+10,0,-1.31381e+11,-1.84062e+11,0,-4.80973e+10,7.69384e+11,0,1.13859e+12,8.75053e+11,0,2.79671e+12,6.54588e+11,0,4.46403e+12,5.2612e+11,0
9.72e+07,8.79509e+08,5.09046e+08,0,3.55419e+10,4.40981e+10,0,1.09071e+11,1.0981e+09,0,1.3177e+11,7.16697e+10,0,-1.29685e+11,-1.8528e+11,0,-4.92278e+10,7.69301e+11,0,1.13808e+12,8.75718e+11,0,2.79657e+12,6.5516e+11,0,4.46398e+12,5.26586e+11,0
9.72864e+07,8.80745e+08,5.1025e+08,0,3.20213e+10,4.65067e+10,0,1.08971e+11,4.12493e+09,0,1.30501e+11,7.39209e+10,0,-1.27978e+11,-1.86482e+11,0,-5.03583e+10,7.69217e+11,0,1.13757e+12,8.76383e+11,0,2.79644e+12,6.55733e+11,0,4.46392e+12,5.27052e+11,0
9.73728e+07,8.81982e+08,5.11456e+08,0,2.83208e+10,4.86495e+10,0,1.08787e+11,7.14893e+09,0,1.29193e+11,7.615e+10,0,-1.2626e+11,-1.87668e+11,0,-5.14887e+10,7.69132e+11,0,1.13707e+12,8.77047e+11,0,2.7963e+12,6.56305e+11,0,4.46387e+12,5.27518e+11,0
9.74592e+07,8.83219e+08,5.12664e+08,0,2.44605e+10,5.0512e+10,0,1.08518e+11,1.01677e+10,0,1.27846e+11,7.83565e+10,0,-1.24532e+11,-1.88838e+11,0,-5.26189e+10,7.69044e+11,0,1.13656e+12,8.77712e+11,0,2.79617e+12,6.56877e+11,0,4.46381e+12,5.27984e+11,0
9.75456e+07,8.84456e+08,5.13873e+08,0,2.0462e+10,5.20814e+10,0,1.08164e+11,1.3179e+10,0,1.26461e+11,8.05397e+10,0,-1.22793e+11,-1.89993e+11,0,-5.3749e+10,7.68955e+11,0,1.13605e+12,8.78376e+11,0,2.79604e+12,6.57449e+11,0,4.46376e+12,5.2845e+11,0
9.7632e+07,8.85693e+08,5.15085e+08,0,1.6348e+10,5.33465e+10,0,1.07727e+11,1.61802e+10,0,1.25039e+11,8.26988e+10,0,-1.21043e+11,-1.91131e+11,0,-5.4879e+10,7.68865e+11,0,1.13555e+12,8.79039e+11,0,2.7959e+12,6.5802e+11,0,4.4637e+12,5.28915e+11,0
9.77184e+07,8.86931e+08,5.16298e+08,0,1.21422e+10,5.4298e+10,0,1.07205e+11,1.91692e+10,0,1.2358e+11,8.48333e+10,0,-1.19283e+11,-1.92253e+11,0,-5.60089e+10,7.68772e+11,0,1.13504e+12,8.79703e+11,0,2.79577e+12,6.58592e+11,0,4.46365e+12,5.29381e+11,0
9.78048e+07,8.8817e+08,5.17513e+08,0,7.86917e+09,5.49284e+10,0,1.06599e+11,2.21435e+10,0,1.22083e+11,8.69425e+10,0,-1.17513e+11,-1.93358e+11,0,-5.71387e+10,7.68678e+11,0,1.13453e+12,8.80366e+11,0,2.79563e+12,6.59164e+11,0,4.46359e+12,5.29847e+11,0
9.78912e+07,8.89408e+08,5.1873e+08,0,3.55428e+09,5.52323e+10,0,1.0591e+11,2.51007e+10,0,1.2055e+11,8.90258e+10,0,-1.15733e+11,-1.94448e+11,0,-5.82683e+10,7.68583e+11,0,1.13402e+12,8.81029e+11,0,2.7955e+12,6.59736e+11,0,4.46354e+12,5.30313e+11,0
9.79776e+07,8.90647e+08,5.19949e+08,0,-7.76662e+08,5.52066e+10,0,1.05139e+11,2.80385e+10,0,1.18982e+11,9.10824e+10,0,-1.13943e+11,-1.9552e+11,0,-5.93978e+10,7.68486e+11,0,1.13351e+12,8.81691e+11,0,2.79536e+12,6.60308e+11,0,4.46348e+12,5.30779e+11,0
9.8064e+07,8.91886e+08,5.21169e+08,0,-5.09753e+09,5.48502e+10,0,1.04284e+11,3.09546e+10,0,1.17377e+11,9.31119e+10,0,-1.12144e+11,-1.96577e+11,0,-6.05272e+10,7.68387e+11,0,1.133e+12,8.82353e+11,0,2.79523e+12,6.6088e+11,0,4.46343e+12,5.31245e+11,0
9.81504e+07,8.93125e+08,5.22392e+08,0,-9.38206e+09,5.41644e+10,0,1.03348e+11,3.38466e+10,0,1.15738e+11,9.51135e+10,0,-1.10335e+11,-1.97616e+11,0,-6.16564e+10,7.68286e+11,0,1.1325e+12,8.83015e+11,0,2.79509e+12,6.61452e+11,0,4.46337e+12,5.31711e+11,0
9.82368e+07,8.94365e+08,5.23616e+08,0,-1.36041e+10,5.31524e+10,0,1.02331e+11,3.67122e+10,0,1.14065e+11,9.70866e+10,0,-1.08516e+11,-1.98639e+11,0,-6.27855e+10,7.68184e+11,0,1.13199e+12,8.83677e+11,0,2.79495e+12,6.62023e+11,0,4.46331e+12,5.32177e+11,0
9.83232e+07,8.95605e+08,5.24843e+08,0,-1.7738e+10,5.18201e+10,0,1.01234e+11,3.95492e+10,0,1.12357e+11,9.90308e+10,0,-1.06689e+11,-1.99645e+11,0,-6.39145e+10,7.6808e+11,0,1.13147e+12,8.84338e+11,0,2.79482e+12,6.62595e+11,0,4.46326e+12,5.32642e+11,0
9.84096e+07,8.96845e+08,5.26071e+08,0,-2.17582e+10,5.01752e+10,0,1.00057e+11,4.23552e+10,0,1.10615e+11,1.00945e+11,0,-1.04852e+11,-2.00634e+11,0,-6.50433e+10,7.67974e+11,0,1.13096e+12,8.84999e+11,0,2.79468e+12,6.63167e+11,0,4.4632e+12,5.33108e+11,0
9.8496e+07,8.98086e+08,5.27301e+08,0,-2.56405e+10,4.82278e+10,0,9.8801e+10,4.51279e+10,0,1.08841e+11,1.0283e+11,0,-1.03006e+11,-2.01607e+11,0,-6.6172e+10,7.67867e+11,0,1.13045e+12,8.8566e+11,0,2.79455e+12,6.63738e+11,0,4.46315e+12,5.33574e+11,0
9.85824e+07,8.99327e+08,5.28533e+08,0,-2.93611e+10,4.599e+10,0,9.74672e+10,4.78652e+10,0,1.07034e+11,1.04683e+11,0,-1.01152e+11,-2.02562e+11,0,-6.73005e+10,7.67758e+11,0,1.12994e+12,8.86321e+11,0,2.79441e+12,6.6431e+11,0,4.46309e+12,5.3404e+11,0
9.86688e+07,9.00567e+08,5.29766e+08,0,-3.28978e+10,4.34758e+10,0,9.60566e+10,5.05648e+10,0,1.05195e+11,1.06505e+11,0,-9.92884e+10,-2.035e+11,0,-6.84289e+10,7.67647e+11,0,1.12943e+12,8.86981e+11,0,2.79427e+12,6.64882e+11,0,4.46303e+12,5.34506e+11,0
9.87552e+07,9.01809e+08,5.31002e+08,0,-3.62294e+10,4.0701e+10,0,9.45701e+10,5.32245e+10,0,1.03325e+11,1.08295e+11,0,-9.74169e+10,-2.04421e+11,0,-6.95571e+10,7.67535e+11,0,1.12892e+12,8.87641e+11,0,2.79414e+12,6.65453e+11,0,4.46298e+12,5.34972e+11,0
9.88416e+07,9.0305e+08,5.3224e+08,0,-3.93363e+10,3.76831e+10,0,9.30089e+10,5.58421e+10,0,1.01424e+11,1.10053e+11,0,-9.5537e+10,-2.05324e+11,0,-7.06852e+10,7.67421e+11,0,1.1284e+12,8.883e+11,0,2.794e+12,6.66025e+11,0,4.46292e+12,5.35437e+11,0
9.8928e+07,9.04291e+08,5.33479e+08,0,-4.22007e+10,3.44413e+10,0,9.13741e+10,5.84157e+10,0,9.94927e+10,1.11778e+11,0,-9.3649e+10,-2.0621e+11,0,-7.18131e+10,7.67305e+11,0,1.12789e+12,8.88959e+11,0,2.79387e+12,6.66596e+11,0,4.46287e+12,5.35903e+11,0
9.90144e+07,9.05533e+08,5.34721e+08,0,-4.48062e+10,3.09959e+10,0,8.96671e+10,6.09429e+10,0,9.75315e+10,1.13469e+11,0,-9.17531e+10,-2.07079e+11,0,-7.29409e+10,7.67188e+11,0,1.12738e+12,8.89618e+11,0,2.79373e+12,6.67168e+11,0,4.46281e+12,5.36369e+11,0
9.91008e+07,9.06775e+08,5.35964e+08,0,-4.71386e+10,2.73685e+10,0,8.7889e+10,6.34218e+10,0,9.55413e+10,1.15126e+11,0,-8.98493e+10,-2.0793e+11,0,-7.40685e+10,7.67069e+11,0,1.12686e+12,8.90277e+11,0,2.79359e+12,6.67739e+11,0,4.46275e+12,5.36835e+11,0
9.91872e+07,9.08017e+08,5.37209e+08,0,-4.91855e+10,2.35816e+10,0,8.60412e+10,6.58504e+10,0,9.35224e+10,1.16748e+11,0,-8.79379e+10,-2.08764e+11,0,-7.5196e+10,7.66949e+11,0,1.12635e+12,8.90935e+11,0,2.79345e+12,6.68311e+11,0,4.4627e+12,5.37301e+11,0
9.92736e+07,9.09259e+08,5.38457e+08,0,-5.09365e+10,1.96587e+10,0,8.41252e+10,6.82265e+10,0,9.14757e+10,1.18336e+11,0,-8.6019e+10,-2.0958e+11,0,-7.63233e+10,7.66826e+11,0,1.12584e+12,8.91593e+11,0,2.79332e+12,6.68882e+11,0,4.46264e+12,5.37766e+11,0
9.936e+07,9.10502e+08,5.39706e+08,0,-5.23832e+10,1.56235e+10,0,8.21424e+10,7.05484e+10,0,8.94015e+10,1.19888e+11,0,-8.40928e+10,-2.10379e+11,0,-7.74504e+10,7.66702e+11,0,1.12532e+12,8.92251e+11,0,2.79318e+12,6.69454e+11,0,4.46259e+12,5.38232e+11,0
9.94464e+07,9.11744e+08,5.40957e+08,0,-5.35193e+10,1.15004e+10,0,8.00944e+10,7.28141e+10,0,8.73007e+10,1.21404e+11,0,-8.21595e+10,-2.11159e+11,0,-7.85773e+10,7.66577e+11,0,1.12481e+12,8.92909e+11,0,2.79304e+12,6.70025e+11,0,4.46253e+12,5.38698e+11,0
9.95328e+07,9.12987e+08,5.4221e+08,0,-5.43405e+10,7.31385e+09,0,7.79827e+10,7.50217e+10,0,8.51738e+10,1.22883e+11,0,-8.02191e+10,-2.11922e+11,0,-7.97041e+10,7.6645e+11,0,1.12429e+12,8.93566e+11,0,2.79291e+12,6.70596e+11,0,4.46247e+12,5.39164e+11,0
9.96192e+07,9.1423e+08,5.43465e+08,0,-5.48444e+10,3.08846e+09,0,7.58091e+10,7.71693e+10,0,8.30214e+10,1.24325e+11,0,-7.82719e+10,-2.12667e+11,0,-8.08307e+10,7.66321e+11,0,1.12377e+12,8.94223e+11,0,2.79277e+12,6.71168e+11,0,4.46242e+12,5.3963e+11,0
9.97056e+07,9.15473e+08,5.44722e+08,0,-5.50308e+10,-1.15142e+09,0,7.35751e+10,7.92553e+10,0,8.08442e+10,1.2573e+11,0,-7.6318e+10,-2.13394e+11,0,-8.19571e+10,7.6619e+11,0,1.12326e+12,8.94879e+11,0,2.79263e+12,6.71739e+11,0,4.46236e+12,5.40095e+11,0
9.9792e+07,9.16716e+08,5.4598e+08,0,-5.49012e+10,-5.38173e+09,0,7.12826e+10,8.12779e+10,0,7.86428e+10,1.27097e+11,0,-7.43577e+10,-2.14103e+11,0,-8.30834e+10,7.66058e+11,0,1.12274e+12,8.95536e+11,0,2.79249e+12,6.7231e+11,0,4.4623e+12,5.40561e+11,0
9.98784e+07,9.17959e+08,5.47241e+08,0,-5.4459e+10,-9.57883e+09,0,6.89334e+10,8.32354e+10,0,7.64179e+10,1.28426e+11,0,-7.2391e+10,-2.14793e+11,0,-8.42094e+10,7.65924e+11,0,1.12222e+12,8.96192e+11,0,2.79236e+12,6.72881e+11,0,4.46225e+12,5.41027e+11,0
9.99648e+07,9.19202e+08,5.48504e+08,0,-5.37095e+10,-1.37197e+10,0,6.65293e+10,8.51261e+10,0,7.41702e+10,1.29716e+11,0,-7.04181e+10,-2.15466e+11,0,-8.53353e+10,7.65789e+11,0,1.12171e+12,8.96847e+11,0,2.79222e+12,6.73453e+11,0,4.46219e+12,5.41493e+11,0
1.00051e+08,9.20445e+08,5.49768e+08,0,-5.26593e+10,-1.77821e+10,0,6.40722e+10,8.69486e+10,0,7.19004e+10,1.30968e+11,0,-6.84393e+10,-2.16121e+11,0,-8.6461e+10,7.65651e+11,0,1.12119e+12,8.97503e+11,0,2.79208e+12,6.74024e+11,0,4.46213e+12,5.41958e+11,0
1.00138e+08,9.21688e+08,5.51035e+08,0,-5.1317e+10,-2.17445e+10,0,6.15641e+10,8.87013e+10,0,6.9609e+10,1.32179e+11,0,-6.64546e+10,-2.16757e+11,0,-8.75865e+10,7.65512e+11,0,1.12067e+12,8.98158e+11,0,2.79194e+12,6.74595e+11,0,4.46208e+12,5.42424e+11,0
